Sentno	Sentence	WordCount
221	ايا لايمته و دفعته و قعدت نقارع بصح كنت نروح خطرة على خطرة نشوف وين واصل دوصيي باسكو خاصه يروح حتى ألجي عاصمة للوزارة باش هوما يرسلوه للجامعة و نديروا الاجراءات .	32
222	فات وقت و والو دايمن نروح و يقلولي مازال ايا زهر قلعت لألجي كي وصلت تماك قالولي بلي ملف تاعك مراهش قاع عندنا نخلعت و قتلهم لا كيفاه موصلش	29
223	كي كنت في جامعة تع وهران قالولي بلي وصل هنا كيفاه مكانش قالولي حنا اصلن قلنا غي جامعة وهران لي مرسلوناش	21
224	و نعيط للجامعة لعمادة و ترفد عليا فيس دوايان لي حطيت عندها دوسيي	13
225	قتلها كيفاه مكانش دوسيي تاعي اني هنا فألجي قالتلي لا حنا رسلناه قتلها راكي تزعقي عليا اني نقولك راني دروك فوزارة و قالولي بلي مكانش ملف تاعك .	28
226	ايا قعدت تبدلي فهدرة و تكدب عليا و تقول رسلته قالها مديلي اكيزي ورقة بلي وصل قاتله معنديش	18
227	و نولي لوهران انا و بابا روحنلها للبيرو قلنلها وين راه دوصيي تقولنا معلبليش	14
228	قلتلها باغي تهبليني وين راه دوصيي انا دفعته عندك ملف قد سخط تقوليلي مكانش قعدوا مشيطيني رايحة جاية مشي عارفة حتى وين راه	23
229	و تراديكسبون مترجمة قاع غولوفي تع لي نوت بلأونقلي و مخلصة عليها دم فوادي تع دراهم و تقولي معنديش	19
230	و انا نقولها انا حطيته تقوليلي مكانش جهلتني حتى طلعة للعمادة و قتلهم حوسولي جبدوهلي من سما من ما ودرتوهالي و غادي يفوتني وقت ديجا راه فايت سموكم تجبدوهلي	29
231	والوا مرمدوني كل يوم دايا تاكسي و خطرتش يجيبني بابا ايا قلت لبابا غي رواح هادو راهم يلعبو عليا و مبغاوش يمدولي ملف تاعي ودروهلي و مارحش قاع لألجي و ماغديش يروح و تروحلي لابوغس	35
232	ما دابيهم يدو معرفة و حبابهم و يدولي حقي غي هادي لي متصراش .	14
233	غدوة جينا غدوة من داك بابا دار تاباج نزقو جبدولنا دوصيي تلاقها هاديك دوايان قاعدة تاكل في روحها	18
234	قالها استادة تع بطاطا متستهليش تكوني استادة	7
235	انا غلطة لي درتها كون كي حطيته تمدلي غوسو اكيزي بلي دفعته و مسؤوليتها انا معرفتش	16
236	مهم تلعنا لل غكتوغ بلافون لي يحكم فيهم قاع عميد جينا داخلين تخرجنا سكرتيرته ما راهش هنا ديري دومونض بش تشوفيه و قارعي	23
237	طرت فيها و قتلها انا مسحقيناه ايرجون منقدوش نقارعوا ايا قعدت تتفلسف علينا و علبانا بلي راه داخل حتى قدرة من عند الله سبحانه و يبغي يسلك عباده جا واحد خارج من بيروا تع ريكتور	35
238	صحب بابا يعرفه غاية قاله بشير شا راك دير هنا سلم عليه و قاله شا خصك ايا قله بنتي مكلسا لولا فخر للجامعة راهم يجرجروا فيها ودرولها دوصيي لي لايمتاه لبورس باش تروح تقرى ايا باغيين نشوفو ريكتور	38
239	قاله ارواح انا نديك قال لسكريتير قالها بعدي هدا يدخل معايا ايا دخلنا و حكينا له بلي هي فخر جامعة و حقهم يكرموني مشي يشيطوني و يودرولي دوصيي تاعي و كي نكمل نولي فخر لولاية وهران قاع	37
240	ايا قاله انا معلبلايش بلي راه صاري قاع هاد شي و راهم غابنينك دروك دوك نشوفلك اهدرمع دوايين و فيس غيكتور	21
241	و قالهم لي كلاست لولا دروك تحوسوا و تجبدولها دوصيي تاعها و لا بلاصتك طير	15
242	قتله مانيش باغية نخرج حتى نديه عاود عيط قالهم متخرجوش حتى تلقوه اني نقارع حق وقف معانا و فتالي وين لقاوه قايسينهلي فالأرشيف فغبرة	24
243	و رسلنا عند لي تحته فيس غيكتور ستقبلتنا و قعدت ترقع فهدرة و وصاهم قالهم ليوم تدوه لألجي يقلع عشية و يديه باش يوصل ليوم و يتريتوه غدوة فوزارة	29
244	رسلوه بعد عناء طويل ايا من بعد وصل ألجي قلعنا حنا تاني لأجي كي وصلنا تاني بروبلام وخداخر دخلت عند واحد لي يشد دوصيات تع لابورس	26
245	ابري رحت بيرو تع سو ديركتريس لمتخصة في منح في خارج قاتلي لحقتي روطار راه فات ديلي و تنازلتي نتي	20
246	قتلها كيفاش وينتا هادي انا متنازلتش قاتلي ما جانا حتى رد من جامعة تع وهران قتلها باسكو دفعته و ودروهلي كل خطرة يقولولي بلي رسلناه حتى لقيتاه	27
247	قاتلي اه حنا خاطينا قتلها واه انا مانيش نحصل فيك اني نقولك شا صرا دروك جبتهلك باش ترسلوهلي عاونوني	19
248	قاتلي صعيبة و ديجا رسلنا دوصيات و منا و قعدو يشكلو عليا قلتلها قتولي لولا غي جيليه و دروك كي جبته خرجتولي بحاجة وخدوخرة	24
249	قالولي مشي حنا هوما تخافي ميقبلوش قتلهم معليش غي رسلوا ادا مقبلوش معليش مهم رسلو .	16
250	هوما بلعاني مبغاوش يعيوا رواحهم و يرسلوا ايا قعدوا يديرولي فسبايب . ايا قالولي حنا نرسلو و نشوفوا مكانش حاجا قارونتي و انا غاضتني عمري واحد يعيا و ربي يكتبله حاجا و يجو يدوله حقه	35
251	باسكو نستاهل قريت و عييت ايا ولينا لدار مضمرين رفعت يدي و قلت يا ربي ادا فيها خير كتبهالي و انا ندير لي عليا	24
252	ايا تشاورت مع بويا و قتله اني حاسة كون نقعد غي هاك ماغديش يرسلوهلي غي شوفلي عمي لي يخدم فبرلمان غي باش يرسلوه هوما كون يزيدو يديرو لروطار و ميرسلوهش للأردن ماغديش قاع نروح و تطفر فيا .	38
253	ايا حكا مع عمي قاله كوزين تاعي كلاست ماجوغ دو برومو في جامعة تع وهران و صرالها بروبلام و ودرولها دوصيي	21
254	حكيناله قاع شا صرا حق وقف معانا و عيط لصاحبه صيناتور و خلانا نتلاقو مع مستشارة وزير فكابين تاعها شكون يوصللها تا واحد ما يشوفها تخدم مع وزير تعليم العالي حجار حاجة كبيرة	33
255	حق استقبلتنا 7 بيبان باش وصلنا و حكينالها قلنالها رانا باغيين غي دوصيي رسلوه	14
256	راه ملخميس قاعد و راه يفوت وقت قاتلي غي متتقلقيش نتي رايحة رايحة خرجتي فمنيستار مكانش لي يقلعهالك	18
257	انا تاني كنت كيفك و مدولي لابورس لفرنسا عشيت في مصر مي مهم رحت تسما نشاء الله بربي تروحي	19
258	عيطت لسكرتير جنيرال س . ج يقوله و هو عيط لسو ديركتريس لي مدتاهش فيا و قاتلي فات ديلي قالتلها دروك ترسلو دوصيي تاعها ايا قاتلي ولي عندها أيا لخرا معجبهاش حال	32
259	مي شفت لي فوقها زعما فوتها من شقها باسكو هي قعدت تتلعب عليا	13
260	مهم حمد لله لقيت فقروب تع فيسبوك بلي هادوك دوسيات لي رسلوهم مشي كاملين و الأردن عاودت رجعتهم للجزاير قاتلهم مينقبلوش حتى يكملو وثاى ءق	24
261	كي شفتها فرحت قلت سبحان الله هاكا كي يعودوا يرسلو للجامعة الأردنية يرسلودوصيي تاعي معاهم باسكو تاعي كامل فيه كلشي ماغديش يرفضوه حمد الله	24
262	فرحت و ترسل و قرعت شويا أيا ابري عيطولي قالولي حمد الله بصحتك سنييت كونطرا تع 4 سنين و جبت فيزا هداك نهار و ميتة بفرحة حمد لله ربي كتبهالي و رحت و حمد لله .	36
