"ID"	"Sentno"	"Wordno"	"Word"	"diac"	"msa"	"Proclitic"	"Stem"	"Enclitic"	"Root"	"Pattern"	"num"	"gen"	"Sentiment"	"en_gloss"	"fr_gloss"
"142"	"10"	"5"	"خطرة"	"خطرة"	"مَرَّة"	""	"خطر/NOUN"	"ة/NSUFF_FEM_SG"	"خطر"	"فَعْلَة"	"s"	"f"	"neutral"	"once"	"une_fois"
"143"	"10"	"6"	"تلاقيت"	"تلاقيت"	"إِلتَقى"	""	"تلاقي/PV"	"ت/PVSUFF_SUBJ:1S"	"لقي"	"تفعَل - يَتْفعَل"	"na"	"na"	"neutral"	"meet"	"rencontrer"
"144"	"10"	"7"	"بمرا"	"بمرا"	"إمرأة"	"b/PREP"	"مرا/NOUN"	""	"مرء"	"فعَلَ"	"s"	"f"	"neutral"	""	"woman;_femme"
"145"	"10"	"8"	"مسكينة"	"مسكينة"	"مِسْكِين"	""	"مسكين/NOUN"	"ة/NSUFF_FEM_SG"	"سكن"	"مَفْعِيلَة"	"s"	"f"	"neutral"	""	"poor;humble"
"146"	"10"	"9"	"شبانية"	"شبانية"	"عَجوزَة"	""	"شباني/NOUN"	"ة/NSUFF_FEM_SG"	"شبن"	"فِعالي"	"s"	"f"	"neutral"	"old_lady"	"vieille_dame"
"147"	"10"	"10"	"في"	"في"	"فِي"	""	"في/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"in"	"dans"
"148"	"10"	"11"	"طريق"	"طريق"	"طَرِيق"	""	"طريق/NOUN"	""	"طرق"	"فَعِيل"	"s"	"m"	"neutral"	"road,_way"	"route,_chemin"
"149"	"10"	"12"	"شفتني"	"شفتني"	"شَفِقَ"	""	"شف/PV"	"ت/PV SUFF_SUBJ :3FS+ني/PVSUFF_DO:1S"	"شفف"	"فَعَّلَ - يفَعَّل"	"na"	"na"	"neutral"	"pity"	"fais_pitier"
"150"	"10"	"13"	"حبست"	"حبست"	"نَوقف"	""	"حبس/PV"	"ت/PVSUFF_SUBJ:1S"	"حبس"	"فعَّل - يفعَّل"	"na"	"na"	"neutral"	"stop"	"arreter"
"151"	"10"	"14"	"رفدتها"	"رفدتها"	"رَفَدَ"	""	"رفد/PV"	"ت/PVSUFF_SUBJ:1S+ها/PVSUFF_DO:3FS"	"رفد"	"فعَل - يفعِل"	"na"	"na"	"neutral"	""	"support;uphold;_carry"
"152"	"11"	"1"	"قالها"	"قالها"	"قالَ"	""	"قال/PV"	"(null)/PVSUFF_SUBJ:3MS+ها/PVSUFF_DO:3FS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dire"
"153"	"11"	"2"	"وين"	"وين"	"أَيْنَ"	""	"وين/INTERROG_PART"	""	"none"	"none"	"s"	"m"	"neutral"	""	"where"
"154"	"11"	"3"	"تسكني"	"تسكني"	"سَكَنَ"	"t/IV2FS"	"سكن/IV"	"ي/IVSUFF_SUBJ:2FS"	"سكن"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"live"	"habiter"
"155"	"11"	"4"	"قاتله"	"قاتله"	"قالت"	""	"قا/PV"	"ت/PVSUFF_SUBJ:3FS+ل/PREP+ه/POSS_PRON_3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	""	"said"
"156"	"11"	"5"	"ديني"	"ديني"	"أخَد"	""	"دي/CV"	"(null)/CVSUFF_SUBJ:2MS+ني/CVSUFF_DO:1S"	"دي"	"فعَ - يفِع"	"na"	"na"	"neutral"	""	"take;_prend"
"157"	"11"	"6"	"لدار"	"لدار"	"دَار"	"l/PREP"	"دار/NOUN_CONCRETE"	"(null)/CASE_INDEF_(ACC_GEN)"	"دور"	"فَعلَ"	"s"	"m"	"neutral"	""	"house;home"
"158"	"11"	"7"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"159"	"11"	"8"	"نقولك"	"نقولك"	"قالَ"	"n/IV1S"	"قول/IV"	"(null)/IVSUFF_MOOD:S+ك/IVSUFF_DO:2MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"say,tell"	"dire"
"160"	"11"	"9"	"وين"	"وين"	"أَيْنَ"	""	"وين/INTERROG_ADV"	""	"none"	"none"	"s"	"m"	"neutral"	""	"where"
"161"	"11"	"10"	"نسكن"	"نسكن"	"أَسْكُن"	"n/IV1S"	"سكن/IV"	"(null)/IVSUFF_SUBJ:1S"	"سكن"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"live_in,_reside"	"habite,_résider"
"162"	"11"	"11"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"163"	"12"	"1"	"داها"	"داها"	"أَخَدَ"	""	"دا/PV"	"(null)/PVSUFF_SUBJ:3MS+ها/PVSUFF_DO:3FS"	"ددي"	"فعَّل - يَفِعِّل"	"na"	"na"	"neutral"	"take"	"prendre"
"164"	"12"	"2"	"قالي"	"قالي"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"165"	"12"	"3"	"ديتها"	"ديتها"	"أَخَدَ"	""	"دي/PV"	"ت/PVSUFF_SUBJ:1S+ها/PVSUFF_DO:3FS"	"ددي"	"فعَّل - يَفعِّل"	"na"	"na"	"neutral"	"take"	"prendre"
"166"	"12"	"4"	"داها"	"داها"	"أَخَدَ"	""	"دا/PV"	"(null)/PVSUFF_SUBJ:3MS+ها/PVSUFF_DO:3FS"	"ددي"	"فعَّل - يَفِعِّل"	"na"	"na"	"neutral"	"take"	"prendre"
"167"	"12"	"5"	"داها"	"داها"	"أَخَدَ"	""	"دا/PV"	"(null)/PVSUFF_SUBJ:3MS+ها/PVSUFF_DO:3FS"	"ددي"	"فعَّل - يَفِعِّل"	"na"	"na"	"neutral"	"take"	"prendre"
"168"	"12"	"6"	"كي"	"كي"	"لَمّا"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"when"	"quand"
"169"	"12"	"7"	"وصل"	"وصل"	"وَصَلَ"	""	"وصل/PV"	"(null)/PVSUFF_SUBJ:3MS"	"وصل"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"arrive.reach"	"arriver"
"170"	"12"	"8"	"وحد"	"وحد"	"واحِد"	""	"وحد/NOUN"	""	"وحد"	"فَعْل"	"s"	"m"	"neutral"	""	"one"
"171"	"12"	"9"	"فيلاج"	"فيلاج"	"قَرية"	""	"فيلاج/NOUN"	""	"none"	"none"	"s"	"m"	"neutral"	""	"village;_village"
"172"	"12"	"10"	"قالوله"	"قالوله"	"قَالَ"	""	"قال/PV"	"و/PVSUFF_SUBJ:3MP+ل/PREP+ه/PVSUFF_DO:3MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dire"
"173"	"12"	"11"	"متسكنش"	"متسكنش"	"سَكَنَ"	"m/NEG_PART+t/IV3FS"	"سكن/PV"	"ش/NEG_PART"	"سكن"	"فعَل - يٌفعُل"	"na"	"na"	"neutral"	""	"reside,_live_in;_habiter"
"174"	"12"	"12"	"هنا"	"هنا"	"هُنا"	""	"هنا/ADV"	""	"none"	"none"	"u"	"u"	"neutral"	""	"here"
"175"	"12"	"13"	"هاذي"	"هذي"	"هَذا"	""	"هاذي/DEM_PRON_FS"	""	"none"	"none"	"s"	"f"	"neutral"	"this"	"cela"
"176"	"12"	"14"	"ليق"	"ليق"	"لازِم"	""	"ليق/NOUN"	""	"none"	"none"	"na"	"na"	"neutral"	"required"	"obliger"
"177"	"12"	"15"	"تزيد"	"تزيد"	"زادَ"	"t/IV2MS"	"زيد/IV"	"(null)/IVSUFF_SUBJ : 2MS"	"زيد"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"continue"	"continuer"
"178"	"12"	"16"	"بصح"	"بصح"	"لَكِن"	""	"بصح/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"but,however"
"179"	"12"	"17"	"متتمشاش"	"متتمشاش"	"ماتمَشي"	"m/NEG_PART+t/IV2MS"	"تمشا/IV"	"(null)/IVSUFF_SUBJ : 2MS+ش/NEG_PART"	"مشي"	"تفَعَّل - يتفعَّل"	"na"	"na"	"neutral"	""	"walk"
"180"	"12"	"18"	"بلوطو"	"بلوطو"	"سيَّارة"	"b/PREP"	"لوطو/NOUN"	""	"none"	"none"	"s"	"m"	"neutral"	"car"	"voiture"
"181"	"13"	"1"	"يا"	"يا"	"يَا"	""	"يا/VOC_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"oh"	"hé"
"182"	"13"	"2"	"مسكينة"	"مسكينة"	"مِسْكِين"	""	"مسكين/NOUN"	"ة/NSUFF_FEM_SG"	"سكن"	"مَفْعِيلَة"	"s"	"f"	"neutral"	""	"poor;humble"
"183"	"13"	"3"	"تروح"	"تروح"	"رَاحَ"	"t/IV2MS"	"روح/IV"	"(null)/IVSUFF_SUBJ : 2MS"	"روح"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"go"	"partir"
"184"	"13"	"4"	"أبيي"	"أبيي"	"مشيعلىالأقدام"	""	"أبيي/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	""	"on_foot"
"185"	"13"	"5"	"على"	"على"	"عَلَى"	""	"على/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"on"	"sur"
"186"	"13"	"6"	"كرعيك"	"كرعيك"	"رِجْل"	""	"كرعي/NOUN"	"ك/POSS_PRON_2MS"	"none"	"none"	"sp"	"m"	"neutral"	"feet"	"pieds"
"187"	"13"	"7"	"أيا"	"أيا"	"ثُمَّ"	""	"أيا/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"then,so"
"188"	"13"	"8"	"قالي"	"قالي"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"189"	"13"	"9"	"هودت"	"نزلت"	"نَزَلَ"	""	"هود/PV"	"ت/PVSUFF_SUBJ:1S"	"هود"	"فعَل - يفعَل"	"na"	"na"	"neutral"	""	"descend;_decendre"
"190"	"13"	"10"	"بلوطو"	"بلوطو"	"سيَّارة"	"b/PREP"	"لوطو/NOUN"	""	"none"	"none"	"s"	"m"	"neutral"	"car"	"voiture"
"191"	"13"	"11"	"رفدتها"	"رفدتها"	"رَفَدَ"	""	"رفد/PV"	"ت/PVSUFF_SUBJ:1S+ها/PVSUFF_DO:3FS"	"رفد"	"فعَل - يفعِل"	"na"	"na"	"neutral"	""	"support;uphold;_carry"
"192"	"13"	"12"	"قالي"	"قالي"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"193"	"13"	"13"	"دخلتني"	"دخلتني"	"دَخَّلَ"	""	"دخل/PV"	"ت/PVSUFF_SUBJ:3FS+ني/PVSUFF_DO:1S"	"دخل"	"فعَّل - يفَعَّل"	"na"	"na"	"neutral"	""	"enter;_enter"
"194"	"13"	"14"	"في"	"في"	"فِي"	""	"في/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"in"	"dans"
"195"	"13"	"15"	"وحد"	"وحد"	"إحْدى"	""	"وحد/NOUN"	""	"وحد"	"فَعْل"	"s"	"m"	"neutral"	""	"some,a;_un"
"196"	"13"	"16"	"شجر"	"شجر"	"شَجَرَة"	""	"شجر/NOUN"	""	"شجر"	"فَعَلَة"	"sp"	"m"	"neutral"	""	"trees"
"197"	"13"	"17"	"هاكا"	"هاكا"	"هَكَذَا"	""	"هاكا/NOUN"	""	"none"	"none"	"na"	"na"	"neutral"	"like_this"	"comme_sa"
"198"	"13"	"18"	"فلخلا"	"فلخلا"	"خَلاء"	"f/PREP+l/DET"	"خلا/NOUN"	""	"خلو"	"فْعَل"	"s"	"m"	"neutral"	""	"emptiness,outdoors"
"199"	"13"	"19"	"قالي"	"قالي"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"200"	"13"	"20"	"عندها"	"عندها"	"عِنْدَ"	""	"عند/NOUN"	"ها/POSS_PRON"	"عند"	"فَعْل"	"na"	"na"	"neutral"	"have,_own"	"avoir,_posséder"
"201"	"13"	"21"	"دار"	"دار"	"دَار"	""	"دار/NOUN_CONCRETE"	""	"دور"	"فَعْل"	"s"	"f"	"neutral"	"house,home"	"maison"
"202"	"13"	"22"	"فلخلا"	"فلخلا"	"خَلاء"	"f/PREP+l/DET"	"خلا/NOUN"	""	"خلو"	"فْعَل"	"s"	"m"	"neutral"	""	"emptiness,outdoors"
"203"	"13"	"23"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"204"	"13"	"24"	"مسكينة"	"مسكينة"	"مِسْكِين"	""	"مسكين/NOUN"	"ة/NSUFF_FEM_SG"	"سكن"	"مَفْعِيلَة"	"s"	"f"	"neutral"	""	"poor;humble"
"205"	"13"	"25"	"دخل"	"دخل"	"دَخَلَ"	""	"دخل/PV"	"(null)/PVSUFF_SUBJ:3MS"	"دخل"	"فعَل - يفعُل"	"na"	"na"	"neutral"	""	"enter"
"206"	"13"	"26"	"جبرها"	"جبرها"	"وَجَدَ"	""	"جبر/PV"	"(null)/PVSUFF_SUBJ:3MS+ها/PVSUFF_DO:3FS"	"جبر"	"فعَل - يفعُل"	"na"	"na"	"neutral"	""	"find"
"207"	"13"	"27"	"وحدها"	"وحدها"	"وَحْد"	""	"وحد/NOUN"	"(null)/CASE_DEF_NOM+ها/POSS_PRON_3FS"	"وحد"	"فَعْل"	"s"	"f"	"neutral"	"alone,only"	"seul,seulement"
"208"	"13"	"28"	"مسكينة"	"مسكينة"	"مِسْكِين"	""	"مسكين/NOUN"	"ة/NSUFF_FEM_SG"	"سكن"	"مَفْعِيلَة"	"s"	"f"	"neutral"	""	"poor;humble"
"209"	"13"	"29"	"عايشة"	"عايشة"	"عائِش"	""	"عايش/NOUN"	"ة/NSUFF_FEM_SG"	"عيش"	"فَاعِل"	"s"	"f"	"neutral"	"living;reside"	"vivre;_résider"
"210"	"13"	"30"	"وحدها"	"وحدها"	"وَحْد"	""	"وحد/NOUN"	"(null)/CASE_DEF_NOM+ها/POSS_PRON_3FS"	"وحد"	"فَعْل"	"s"	"f"	"neutral"	"alone,only"	"seul,seulement"
"211"	"13"	"31"	"تسكن"	"تسكن"	"سَكَنَ"	"t/IV3FS"	"سكن/IV"	"(null)/IVSUFF_SUBJ:3FS"	"سكن"	"فعَل - يفعُل"	"na"	"na"	"neutral"	""	"reside;live_in"
"212"	"13"	"32"	"وحدها"	"وحدها"	"وَحْد"	""	"وحد/NOUN"	"(null)/CASE_DEF_NOM+ها/POSS_PRON_3FS"	"وحد"	"فَعْل"	"s"	"f"	"neutral"	"alone,only"	"seul,seulement"
"213"	"14"	"1"	"أيا"	"أيا"	"ثُمَّ"	""	"أيا/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"then,so"
"214"	"14"	"2"	"قالي"	"قالي"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"215"	"14"	"3"	"قلتلها"	"قلت_لها"	"قَالَ"	""	"قل/PV"	"ت/PVSUFF_SUBJ:1S+ل/PREP+ها/PRON_3FS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dire"
"216"	"14"	"4"	"شاندير"	"شا_ندير"	"ماداأفعل"	"$A/INTERROG_PRON+n/IV1S"	"دير/IV"	""	"دير"	"فعَل - يفعِل"	"na"	"na"	"neutral"	""	"do"
"217"	"14"	"5"	"لك"	"لك"	"لِ"	""	"ل/PREP"	"ك/PRON_2MS"	"none"	"none"	"na"	"na"	"neutral"	"to_you,_for_you"	"à_toi,_pour_toi"
"218"	"14"	"6"	"قالي"	"قالي"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"219"	"14"	"7"	"قاتلي"	"قاتلي"	"قالَ"	""	"قات/PV"	"ت/PVSUFF_SUBJ:3FS+ل/PREP+ي/POSS_PRON_1S"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dire"
"220"	"14"	"8"	"بارك"	"بارك"	"بارَك"	""	"بارك/PV"	"(null)/PVSUFF_SUBJ:3MS"	"برك"	"فَاعَلَ-يَفَاعِلُ"	"na"	"na"	"neutral"	""	"bless;approve"
"221"	"14"	"9"	"الله"	"الله"	"اللَّه"	""	"الله/NOUN_PROP"	""	"ءله"	"عَال"	"s"	"m"	"positive"	""	"Allah;God"
"222"	"14"	"10"	"فيك"	"فيك"	"فِي"	""	"في/PREP"	"ك/PRON_2MS"	"none"	"none"	"na"	"na"	"neutral"	"in_you"	"en_toi"
"223"	"14"	"11"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"224"	"14"	"12"	"قعدت"	"قعدت"	"قَعَدَ"	""	"قعد/PV"	"ت/PV SUFF_SUBJ :3FS"	"قَعَد"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"sit_down,remain"	"s'asseoir,rester"
"225"	"14"	"13"	"تديعلي"	"تديعلي"	"دَعّى"	"t/IV3FS"	"ديع/IV"	"(null)/IVSUFF_SUBJ:3FS+ل/PREP+ي/POSS_PRON_1S"	"دعي"	"فعَل - يفعِل"	"na"	"na"	"neutral"	""	"make_douaa"
"226"	"14"	"14"	"في"	"في"	"فِي"	""	"في/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"in"	"dans"
"227"	"14"	"15"	"دعوة"	"دعوة"	"دَعْوَة"	""	"دعو/NOUN"	"ة/NSUFF_FEM_SG"	"دعو"	"فعَل - يفعُل"	"s"	"f"	"positive"	""	"(Islamic)_missionary_work;Da'wah;propaganda"
"228"	"14"	"16"	"خير"	"خير"	"خَيْر"	""	"خير/ADJ_COMP"	"(null)/CASE_DEF_NOM"	"خير"	"فَعْل"	"s"	"m"	"neutral"	""	"good,best"
"229"	"15"	"1"	"وليت"	"وليت"	"رَجَعَ"	""	"ولي/PV"	"ت/PVSUFF_SUBJ:1S"	"ولي"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"come_back"	"revenir"
"230"	"15"	"2"	"قالي"	"قالي"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"231"	"15"	"3"	"كي"	"كي"	"لَمّا"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"when"	"quand"
"232"	"15"	"4"	"وليت"	"وليت"	"رَجَعَ"	""	"ولي/PV"	"ت/PVSUFF_SUBJ:1S"	"ولي"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"come_back"	"revenir"
"233"	"15"	"5"	"مشيت"	"مشيت"	"مَشَى"	""	"مشي/PV"	"ت/PVSUFF_SUBJ:1S"	"مشي"	"فعَل - يفعِل"	"na"	"na"	"neutral"	""	"walk,proceed;_marché"
"234"	"15"	"6"	"لدار"	"لدار"	"دَار"	"l/PREP"	"دار/NOUN_CONCRETE"	"(null)/CASE_INDEF_(ACC_GEN)"	"دور"	"فَعلَ"	"s"	"m"	"neutral"	""	"house;home"
"235"	"15"	"7"	"دخلت"	"دخلت"	"دَخَلَ"	""	"دخل/PV"	"ت/PVSUFF_SUBJ:1S"	"دخل"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"enter"	"entrer"
"236"	"15"	"8"	"قعدت"	"قعدت"	"قَعَدَ"	""	"قعد/PV"	"ت/SUFF_FEM_TA"	"قَعَد"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"sit_down,remain"	"s'asseoir,rester"
"237"	"15"	"9"	"نخمم"	"نخمم"	"أفَكر"	"n/IV1S"	"خمم/IV"	"(null)/IVSUFF_SUBJ:1S"	"خمم"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"think"	"penser"
"238"	"15"	"10"	"قعدت"	"قعدت"	"قَعَدَ"	""	"قعد/PV"	"ت/SUFF_FEM_TA"	"قَعَد"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"sit_down,remain"	"s'asseoir,rester"
"239"	"15"	"11"	"نخمم"	"نخمم"	"أفَكر"	"n/IV1S"	"خمم/IV"	"(null)/IVSUFF_SUBJ:1S"	"خمم"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"think"	"penser"
"240"	"15"	"12"	"نخمم"	"نخمم"	"أفَكر"	"n/IV1S"	"خمم/IV"	"(null)/IVSUFF_SUBJ:1S"	"خمم"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"think"	"penser"
"241"	"16"	"1"	"قلت"	"قلت"	"قالَ"	""	"قل/PV"	"ت/PVSUFF_SUBJ:1S"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"242"	"16"	"2"	"أنا"	"أنا"	"أَنَا"	""	"أنا/PRON_1S"	""	"none"	"none"	"s"	"m"	"neutral"	""	"I"
"243"	"16"	"3"	"مسكينة"	"مسكينة"	"مِسْكِين"	""	"مسكين/NOUN"	"ة/NSUFF_FEM_SG"	"سكن"	"مَفْعِيلَة"	"s"	"f"	"neutral"	""	"poor;humble"
"244"	"16"	"4"	"هادي"	"هادي"	"هذٍه"	""	"هادي/DEM_PRON_FS"	""	"هدي"	"فَاعِل"	"s"	"f"	"neutral"	""	"this"
"245"	"16"	"5"	"مرا"	"مرا"	"مَرْأَة"	""	"مرا/NOUN"	"(null)/CASE_INDEF_(ACC_GEN)"	"مرء"	"فَعَلَ"	"s"	"f"	"neutral"	"woman,wife"	"femme,_épouse"
"246"	"16"	"6"	"وحدها"	"وحدها"	"وَحْد"	""	"وحد/NOUN"	"(null)/CASE_DEF_NOM+ها/POSS_PRON_3FS"	"وحد"	"فَعْل"	"s"	"f"	"neutral"	"alone,only"	"seul,seulement"
"247"	"16"	"7"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"248"	"16"	"8"	"كل"	"كل"	"كُلّ"	""	"كل/NOUN_QUANT"	""	"كلل"	"فُعْل"	"s"	"m"	"neutral"	"all,_every"	"tout,_chaque"
"249"	"16"	"9"	"شي"	"شي"	"شَيْء"	""	"شي/NOUN"	"(null)/CASE_INDEF_NOM"	"شيء"	"فَعْل"	"s"	"m"	"positive"	"something,_thing"	"quelque_chose,_chose"
"250"	"16"	"10"	"علاه"	"علاه"	"لِماذا"	""	"علاه/REL_ADV"	""	"none"	"none"	"s"	"m"	"neutral"	""	"why"
"251"	"16"	"11"	"من"	"من"	"مِن"	""	"من/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"from"	"de"
"252"	"16"	"12"	"غدوة"	"غدوة"	"غُدْوَة"	""	"غدو/NOUN"	"ة/NSUFF_FEM_SG"	"غدو"	"فَعْلَة"	"s"	"f"	"neutral"	"tommorow_morning"	"demain_matin"
"253"	"16"	"13"	"نروح"	"نروح"	"راحَ"	"n/IV1S"	"روح/IV"	"(null)/IVSUFF_MOOD:S"	"روح"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"go"	"partir"
"254"	"16"	"14"	"نجيبها"	"نجيبها"	"أَحَضَرَ"	"n/IV1S"	"جيب/IV"	"(null)/IVSUFF_MOOD:I+ها/IVSUFF_DO:3FS"	"جيب"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"brought"	"amené"
"255"	"17"	"1"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	""	"and"
"256"	"17"	"2"	"شفاته"	"شفاته"	"شَفِقَ"	""	"شفا/PV"	"ت/PVSUFF_SUBJ:3FS+ه/PVSUFF_DO:3MS"	"شفف"	"فعَّل - يَفَعّل"	"na"	"na"	"neutral"	""	"have_pity,sympathize"
"257"	"17"	"3"	"شفتني"	"شفتني"	"شَفِقَ"	""	"شف/PV"	"ت/PV SUFF_SUBJ :3FS+ني/PVSUFF_DO:1S"	"شفف"	"فَعَّلَ - يفَعَّل"	"na"	"na"	"neutral"	"pity"	"fais_pitier"
"258"	"17"	"4"	"قالي"	"قالي"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"259"	"17"	"5"	"شفتني"	"شفتني"	"شَفِقَ"	""	"شف/PV"	"ت/PV SUFF_SUBJ :3FS+ني/PVSUFF_DO:1S"	"شفف"	"فَعَّلَ - يفَعَّل"	"na"	"na"	"neutral"	"pity"	"fais_pitier"
"260"	"17"	"6"	"قلت"	"قلت"	"قالَ"	""	"قل/PV"	"ت/PVSUFF_SUBJ:1S"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"261"	"17"	"7"	"أنا"	"أنا"	"أَنَا"	""	"أنا/PRON_1S"	""	"none"	"none"	"s"	"m"	"neutral"	""	"I"
"262"	"17"	"8"	"ندي"	"ندي"	"أَخَدَ"	"n/IV1S"	"دي/IV"	"(null)/IVSUFF_SUBJ:1S"	"ءدي"	"فعَّل - يُفعِّل"	"na"	"na"	"neutral"	"take"	"prendre"
"263"	"17"	"9"	"دعوة"	"دعوة"	"دَعْوَة"	""	"دعو/NOUN"	"ة/NSUFF_FEM_SG"	"دعو"	"فعَل - يفعُل"	"s"	"f"	"positive"	""	"(Islamic)_missionary_work;Da'wah;propaganda"
"264"	"17"	"10"	"خير"	"خير"	"خَيْر"	""	"خير/ADJ_COMP"	"(null)/CASE_DEF_NOM"	"خير"	"فَعْل"	"s"	"m"	"neutral"	""	"good,best"
"265"	"17"	"11"	"منها"	"منها"	"مِن"	""	"من/PREP"	"ها/PRON_3FS"	"none"	"none"	"na"	"na"	"neutral"	"from"	"de"
"266"	"17"	"12"	"وكلش"	"وكلش"	"كُلشيء"	"w/CONJ"	"كلش/NOUN_QUANT"	""	"none"	"none"	"na"	"na"	"neutral"	""	"everyting"
"267"	"18"	"1"	"قالي"	"قالي"	"قَالَ"	""	"قال/PV"	"(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"said"	"dis"
"268"	"18"	"2"	"غدوة"	"غدوة"	"غُدْوَة"	""	"غدو/NOUN"	"ة/NSUFF_FEM_SG"	"غدو"	"فَعْلَة"	"s"	"f"	"neutral"	"tommorow_morning"	"demain_matin"
"269"	"18"	"3"	"روحت"	"روحت"	"ذَهَبَ"	""	"روح/PV"	"ت/PVSUFF_SUBJ:1S"	"روح"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"go"	"partir"
"270"	"18"	"4"	"قضبت"	"قضبت"	"أَخَد"	""	"قضب/PV"	"ت/PVSUFF_SUBJ:1S"	"قضب"	"فعَل - يفعَل"	"na"	"na"	"neutral"	""	"take"
"271"	"18"	"5"	"لوطو"	"لوطو"	"سَيّارَة"	""	"لوطو/NON_ARABIC"	""	"none"	"none"	"s"	"m"	"neutral"	"car;automobile"	"voiture;_automobile"
"272"	"18"	"6"	"روحت"	"روحت"	"ذَهَبَ"	""	"روح/PV"	"ت/PVSUFF_SUBJ:1S"	"روح"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"go"	"partir"
