"frequency"	"source_form"	"diac"	"msa"	"stem"	"proclitic"	"enclitic"	"num"	"gen"	"en_gloss"	"fr_gloss"	"token_id"	"sentence_id"
"4"	"مرايا"	"مرايا"	"مِرآة"	"مراي/NOUN_CONCRETE"	""	"ا/NSUFF_FEM_SG"	"s"	"f"	"mirror"	"miroire"	"14811"	"694"
"4"	"تفوت"	"تفوت"	"تَمُر"	"فوت/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"pass"	"passer"	"3481"	"199"
"4"	"تفوا"	"تفوا"	"تَفّ"	"تفوا/INTERJ"	""	""	"na"	"na"	"spit"	"cracher"	"21383"	"982"
"4"	"باي"	"باي"	"وَدَاعَا"	"باي/FOREIGN"	""	""	"na"	"na"	"bye"	"au_revoir"	"3018"	"168"
"4"	"باين"	"باين"	"ظَاهِر"	"باين/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"obvious,clear"	"évident,_clair"	"1234"	"62"
"4"	"ميقدش"	"ميقدش"	"مايَقْدَر"	"قد/IV"	"m/NEG_PART+y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ش/NEG_PART"	"na"	"na"	"can"	"pouvez"	"6475"	"335"
"4"	"لياه"	"لياه"	"لِمَاذا"	"لياه/INTERROG_PART"	""	""	"na"	"na"	"why"	"pourquoi"	"14691"	"688"
"4"	"تديها"	"تديها"	"تأخُدُ"	"د/IV"	"t/IV3FS"	"ي/IVSUFF_SUBJ: 3FS +ها/IVSUFF_DO:3FS"	"na"	"na"	""	"take"	"493"	"30"
"4"	"تخلص"	"تخلص"	"خَلَّص"	"خلص/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"pay"	"payer"	"13910"	"663"
"4"	"بغيتي"	"بغيتي"	"بَغَىِ"	"بغي/PV"	""	"تي/PVSUFF_SUBJ:2FS"	"na"	"na"	"want"	"vouloir"	"16117"	"754"
"4"	"نخمم"	"نخمم"	"أفَكر"	"خمم/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"think"	"penser"	"237"	"15"
"4"	"ندخلو"	"ندخلو"	"دَخَل"	"دخل/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"enter"	"entrer"	"8522"	"405"
"4"	"بيبان"	"بيبان"	"باب"	"بيبان/NOUN_CONCRETE"	""	"(null)/CASE_DEF_GEN"	"bp"	"m"	"door"	"portes"	"4826"	"255"
"4"	"نظام"	"نظام"	"نِظام"	"نظام/GERUND"	""	"(null)/CASE_DEF_GEN"	"s"	"m"	"system"	"système"	"5726"	"291"
"4"	"نطير"	"نطير"	"طَار"	"طير/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"run_off"	"s'enfuir"	"3074"	"175"
"4"	"نديروها"	"نديروها"	"نَعْمَل"	"دير/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ها/IVSUFF_DO:3FS"	"na"	"na"	"do"	"faire"	"8015"	"387"
"4"	"بغاو"	"بغاو"	"بَغَى"	"بغا/PV"	""	"و/PVSUFF_SUBJ:3MP"	"na"	"na"	"want,_desire,love"	"vouloir"	"1289"	"64"
"4"	"بلوطو"	"بلوطو"	"سيَّارة"	"لوطو/NOUN"	"b/PREP"	""	"s"	"m"	"car"	"voiture"	"180"	"12"
"4"	"نزقي"	"نزقي"	"صَرَّخَ"	"زقي/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"shout"	"crier"	"10281"	"523"
"4"	"بمعنى"	"معنى"	"مَعْنَى"	"معنى/NOUN_ABSTRACT"	""	""	"s"	"m"	"meaning,_sense"	"sense"	"7015"	"352"
"4"	"بنادم"	"بنادم"	"ابْنآدَم"	"نادم/NOUN_CONCRETE"	"b/PREP"	""	"s"	"m"	"human_kind"	"humanité"	"7324"	"362"
"4"	"بها"	"بها"	"بِها"	"ب/PREP"	""	"ها/POSS_PRON"	"na"	"na"	"with_,_of_her"	"avec,_de"	"660"	"37"
"4"	"بنينة"	"بنينة"	"لذيذة"	"بنين/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"tasty"	"savoureuse"	"3462"	"199"
"4"	"بنيادم"	"بنيادم"	"ابْنآدَم"	"نيادم/NOUN_CONCRETE"	"b/PREP"	""	"sp"	"m"	"human_kind"	"humanité"	"8418"	"401"
"4"	"بنة"	"بنة"	"المَذاق"	"بن/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"taste"	"goût"	"7522"	"368"
"4"	"بليس"	"بليس"	"زِيَادَةعنذَلِك"	"بليس/FOREIGN"	""	""	"na"	"na"	"plus"	"plus"	"10490"	"532"
"4"	"بغات"	"بغات"	"بَغى"	"بغ/PV"	""	"ات/PV SUFF_SUBJ :3FS"	"na"	"na"	"want,_love"	"vouloir"	"2404"	"116"
"4"	"نحوس"	"نحوس"	"أبحَث"	"حوس/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"look_for"	"chercher"	"2961"	"164"
"4"	"تاريخ"	"تاريخ"	"تَارِيخ"	"تاريخ/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_GEN"	"s"	"m"	"history"	"histoire"	"2520"	"126"
"4"	"نتايا"	"نتايا"	"أَنْتَ"	"نتايا/PRON"	""	""	"na"	"na"	"you_[masc.sg.]"	"tu"	"13041"	"634"
"4"	"تخرجي"	"تخرجي"	"تُصْبِحين"	"خرج/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"become"	"devenir"	"2859"	"154"
"4"	"تحكي"	"تحكي"	"حَكَىِ"	"حكي/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"tell"	"raconter"	"27375"	"1217"
"4"	"تحسب"	"تحسب"	"ظَنَّ"	"حسب/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"think,assume"	"penser,supposer"	"2590"	"137"
"4"	"نتفاهموا"	"نتفاهموا"	"تَفاهُم"	"تفاهم/IV"	"n/IV1P"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"agree"	"être_d'accord"	"22901"	"1063"
"4"	"نتلاقو"	"نتلاقو"	"اِلْتَقَى"	"تلاق/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:1P"	"na"	"na"	"meet"	"rencontrer"	"4803"	"254"
"4"	"تتمشى"	"تتمشى"	"تَمَشَّى"	"تمشى/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"circulate"	"circuler"	"6900"	"349"
"4"	"نجاح"	"نجاح"	"نَجاح"	"نجاح/GERUND"	""	""	"s"	"m"	"success"	"Succès"	"5401"	"278"
"4"	"نجم"	"نجم"	"أقْدِر"	"نجم/PV"	""	"(null)/PV SUFF_SUBJ :1S"	"na"	"na"	"can"	"pouvez"	"11277"	"566"
"4"	"بسم"	"بسم"	"بسم"	"سم/NOUN_ABSTRACT"	"b/PREP"	""	"s"	"m"	"In_the_name"	"au_nom_de"	"7399"	"365"
"4"	"نقد"	"نقد"	"اِسْتَطَاعَ"	"قد/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"can"	"peut"	"7511"	"368"
"4"	"بصحتك"	"بصحتك"	"صِحَّة"	"صحت/GERUND"	"b/PREP"	"ك/POSS_PRON"	"s"	"m"	"congratulation"	"félicitation"	"1497"	"73"
"4"	"تبان"	"تبان"	"تبان"	"بان/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"obvious,_clear"	"évidente,_claire"	"11524"	"577"
"4"	"تاوعنا"	"تاوعنا"	"خاصتنا"	"تاوع/PREP"	""	"نا/POSS_PRON"	"na"	"na"	"our"	"notre"	"26362"	"1189"
"4"	"نفس"	"نفس"	"نَفْس"	"نفس/NOUN_ABSTRACT"	""	""	"s"	"m"	""	"same"	"6989"	"352"
"4"	"نحكوا"	"نحكوا"	"حَكَى"	"حك/IV"	"n/IV1P"	"وا/IVSUFF_SUBJ:1P"	"na"	"na"	"talk,dicuss"	"discuter"	"116"	"8"
"4"	"بعدا"	"بعدا"	"بَعْد"	"بعدا/ADV"	""	""	"na"	"na"	"after"	"après"	"7250"	"361"
"4"	"تخونوا"	"تخونوا"	"خَانَ(سَرَقَ)"	"خون/IV"	"t/IV2MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"steal"	"voler"	"23750"	"1090"
"4"	"توجوغ"	"توجوغ"	"دَائِما"	"توجوغ/FOREIGN"	""	""	"na"	"na"	"always"	"toujours"	"6258"	"327"
"4"	"يولي"	"نولي"	"أصْبِح"	"ولي/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"become"	"devenir"	"10764"	"544"
"4"	"انت"	"انت"	"أَنْتَ"	"انت/PRON"	""	""	"na"	"na"	"you_[masc.sg.]"	"tu"	"2237"	"103"
"4"	"جيبلي"	"جيبلي"	"جَلبَ"	"جيب/CV"	""	"(null)/CVSUFF_SUBJ :2MS +ل/PREP+ي/POSS_PRON"	"na"	"na"	"bring"	"amener"	"10456"	"530"
"4"	"لافي"	"لافي"	"غَسَالة"	"لافي/FOREIGN"	""	""	"na"	"na"	""	"washing_machine"	"1623"	"78"
"4"	"جبتلك"	"جبتلك"	"أحضر"	"جب/PV"	""	"ت/PV SUFF_SUBJ :1S+ل/PREP+ك/POSS_PRON"	"na"	"na"	"bring"	"apporter"	"22791"	"1058"
"4"	"لباس"	"لباس"	"لَابَأس"	"باس/NOUN_ABSTRACT"	"l/NEG_PART"	""	"na"	"na"	"fine"	"bien"	"1483"	"73"
"4"	"واجدة"	"واجدة"	"مُستَعِدّ"	"واجد/NOUN_ACTIVE_PART"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"ready,_being_prepared"	"prêt,_être_préparé"	"2476"	"122"
"4"	"لابورس"	"لابورس"	"مِنْحَةدِرِاسِيَة"	"لابورس/FOREIGN"	""	""	"na"	"na"	"scholarship"	"Bourse_d'études"	"3948"	"218"
"4"	"لألجي"	"لألجي"	"الجَزَائِرالعَاصِمة"	"لألجي/FOREIGN"	""	""	"na"	"na"	"algiers"	"alger"	"4046"	"222"
"4"	"واد"	"واد"	"وَادِي"	"واد/NOUN_CONCRETE"	""	""	"s"	"m"	"valley"	"vallée"	"8562"	"407"
"4"	"لكحل"	"لكحل"	"أَسْوَد"	"كحل/GERUND"	"l/DET"	""	"s"	"m"	"black"	"noir"	"3290"	"193"
"4"	"هاه"	"هاه"	"هَاي"	"هاه/INTERJ"	""	""	"na"	"na"	"here_it_is"	"voila"	"14632"	"686"
"4"	"هاي"	"هاك"	"خُد"	"هاك/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	"take"	"prend"	"1816"	"86"
"4"	"هدري"	"هدري"	"تَكَلَم"	"هدر/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	"speak"	"parler"	"7236"	"360"
"4"	"واقفة"	"واقفة"	"واقِف"	"واقف/NOUN_ACTIVE_PART"	""	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_ACC"	"s"	"f"	"standing"	"debout"	"3646"	"206"
"4"	"لسوق"	"لسوق"	"سُوق"	"سوق/NOUN"	"l/PREP"	""	"s"	"m"	""	"market,mall;_marché,_super_marché"	"37"	"3"
"4"	"ايام"	"أيام"	"أيْام"	"أيام/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_GEN"	"sp"	"m"	"days"	"jours"	"23580"	"1085"
"4"	"لمن"	"لمن"	"مَن"	"من/INTERROG_PART"	"l/PREP"	""	"na"	"na"	"who,whom"	"qui_,_à_qui"	"21105"	"972"
"4"	"تولي"	"تولي"	"تُصْبِح"	"ولي/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"become"	"devenir"	"16211"	"757"
"4"	"لفت"	"لفت"	"لِفت"	"لفت/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"turnip"	"navet"	"3390"	"196"
"4"	"جميع"	"جميع"	"جَمِيع"	"جميع/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_GEN"	"na"	"na"	"all_of"	"tous"	"12268"	"605"
"4"	"لواطا"	"لواطا"	"سَيَارة"	"لواطا/NON_ARABIC"	""	""	"sp"	"m"	"cars,_automobile"	"voitures"	"1034"	"54"
"4"	"توعنا"	"توعنا"	"لِ"	"توع/PREP"	""	"نا/POSS_PRON"	"na"	"na"	"our"	"notre"	"8368"	"400"
"4"	"لالجيري"	"لالجيري"	"الجَزَائِر"	"لالجيري/FOREIGN"	""	""	"s"	"m"	"Algeria"	"Algerie"	"12903"	"630"
"4"	"ثوم"	"ثوم"	"ثُوم"	"ثوم/NOUN_CONCRETE"	""	""	"s"	"m"	"garlic"	"l'ail"	"7455"	"366"
"4"	"للدار"	"للدار"	"دَار"	"دار/NOUN_CONCRETE"	"l/PREP+l/DET"	""	"s"	"m"	"house,home"	"maison"	"3400"	"197"
"4"	"جال"	"جال"	"أَجْل"	"جال/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_GEN"	"s"	"m"	"for_sake_of,because_of"	"pour"	"17569"	"810"
"3"	"عادة"	"عادة"	"عادَة"	"عاد/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_ACC"	"s"	"f"	"as_usual"	"comme_d'habitude"	"13146"	"636"
"3"	"طلعنا"	"طلعنا"	"طَلَعَ"	"طلع/PV"	""	"نا/PV SUFF_SUBJ :1P"	"na"	"na"	"go_up"	"monter"	"8389"	"401"
"3"	"نجيبو"	"نجيبو"	"جَلبَ"	"جيب/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"bring"	"apporter"	"7983"	"385"
"3"	"طيبي"	"طيبي"	"اِطْبِخ"	"طيب/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	"cook"	"cuisiner"	"8163"	"393"
"3"	"طيح"	"طيح"	"سَقَط"	"طيح/PV"	""	"(null)/PV SUFF_SUBJ :3FS"	"na"	"na"	"fall"	"tomber"	"6266"	"328"
"3"	"نجيك"	"نجيك"	"جَاءَ"	"ج/IV"	"n/IV1S"	"ي/IVSUFF_SUBJ:1S+ك/IVSUFF_DO:2MS"	"na"	"na"	"come"	"viens"	"14549"	"684"
"3"	"يسموه"	"يسموه"	"يُسَمِّي"	"سم/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ه/IVSUFF_DO:3MS"	"na"	"na"	"name"	"nommer"	"5272"	"273"
"3"	"نحطها"	"نحطها"	"وَضَعَ"	"حط/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ها/IVSUFF_DO:3FS"	"na"	"na"	"mettre"	"put"	"7699"	"374"
"3"	"يشرب"	"يشرب"	"شِرب"	"شرب/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"drink"	"boire"	"6487"	"336"
"3"	"يضل"	"يظل"	"ظَلَّ"	"ظل/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"remain,_continue"	"rester,_continuer"	"6441"	"334"
"3"	"نقابل"	"نقابل"	"قَابَلَ"	"قابل/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"meet"	"rencontrer"	"24069"	"1102"
"3"	"طول"	"طول"	"طَوَّلَ"	"طول/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"extend"	"étendre"	"1601"	"77"
"3"	"طيري"	"طيري"	"انْصَرفي"	"طير/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	"go-away_!"	"va-t'en_!"	"10511"	"532"
"3"	"يشوفوا"	"يشوفوا"	"شَافَ"	"شوف/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"look"	"voir"	"26303"	"1187"
"3"	"لخرا"	"لخرا"	"أُخْرَى"	"لخرا/ADJ_COMP"	""	""	"s"	"f"	"other;another"	"autre"	"4903"	"258"
"3"	"نحبك"	"نحبك"	"أَحَبّ"	"حب/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ك/IVSUFF_DO:2MS"	"na"	"na"	"love"	"aimer"	"12420"	"612"
"3"	"يطاوعوا"	"يطاوعوا"	"يًطِيعُوا"	"طاوع/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"obey"	"obéir"	"12317"	"608"
"3"	"كبش"	"كبش"	"الخَرُوف"	"كبش/NOUN_CONCRETE"	""	""	"s"	"m"	"sheep"	"mouton"	"9632"	"442"
"3"	"طيبلك"	"طيبلك"	"تُطبَخعلىالنار"	"طيب/PV"	""	"(null)/PV SUFF_SUBJ :3FS+ل/PREP+ك/POSS_PRON"	"na"	"na"	"cook_on_fire"	"cuire_au_feu"	"16296"	"760"
"3"	"طويلة"	"طويلة"	"طَوِيلة"	"طويل/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"long"	"longue"	"10333"	"525"
"3"	"لوزين"	"لوزين"	"مصنع"	"لوزين/NON_ARABIC"	""	""	"s"	"m"	"factory"	"usine"	"20076"	"915"
"3"	"عدنا"	"عدنا"	"عند"	"عد/ADV"	""	"نا/POSS_PRON"	"na"	"na"	""	"we_have"	"2519"	"126"
"3"	"نبغيها"	"نبغيها"	"أرَاد"	"بغي/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ها/IVSUFF_DO:3FS"	"na"	"na"	"want"	"vouloir"	"9060"	"422"
"3"	"عقلك"	"عقلك"	"عَقْل"	"عقل/NOUN_CONCRETE"	""	"ك/POSS_PRON"	"s"	"m"	"mind"	"esprit"	"13259"	"641"
"3"	"عقبة"	"عقبة"	"مافَوق"	"عقب/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_ACC"	"s"	"f"	"above"	"au_dessus"	"13737"	"656"
"3"	"عقارب"	"عقارب"	"عَقارِب"	"عقارب/NOUN_ABSTRACT"	""	""	"bp"	"m"	""	"scorpions"	"1708"	"82"
"3"	"يزقي"	"يزقي"	"صَاحَ"	"زقي/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"Hoot"	"Huée"	"16197"	"757"
"3"	"عطيه"	"عطيه"	"أَعْطَى"	"عطي/CV"	""	"(null)/CVSUFF_SUBJ :2MS +ه/CVSUFF_DO :3MS"	"na"	"na"	"give"	"donné"	"14630"	"686"
"3"	"لعمرك"	"لعمرك"	"عُمْرك"	"عمر/NOUN_ABSTRACT"	"l/PREP"	"ك/POSS_PRON"	"s"	"m"	"for_yourself"	"pour_toi"	"23527"	"1083"
"3"	"هكدا"	"هكذَا"	"هَكَذَا"	"هكذَا/ADV"	""	""	"na"	"na"	"like_this"	"comme_ça"	"3635"	"206"
"3"	"قوله"	"قوله"	"قَالَ"	"قول/CV"	""	"(null)/CVSUFF_SUBJ :2MS +ه/POSS_PRON"	"na"	"na"	"say"	"dire"	"21499"	"984"
"3"	"عشنا"	"عشنا"	"عُشّ"	"عش/NOUN_ABSTRACT"	""	"نا/POSS_PRON"	"sp"	"m"	"nest"	"nid"	"2417"	"116"
"3"	"يستاهل"	"يستاهل"	"اِسْتَحَقَ"	"ستاهل/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"deserve"	"meriter"	"14723"	"689"
"3"	"نقص"	"نقص"	"نَقّْص"	"نقص/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	"to_lower"	"baisser"	"10283"	"523"
"3"	"نجيبها"	"نجيبها"	"أَحَضَرَ"	"جيب/IV"	"n/IV1S"	"(null)/IVSUFF_MOOD:I+ها/IVSUFF_DO:3FS"	"na"	"na"	"brought"	"amené"	"254"	"16"
"3"	"لسان"	"لسان"	"لِسان"	"لسان/NOUN_CONCRETE"	""	"(null)/CASE_DEF_NOM"	"s"	"m"	"tongue"	"langue"	"12807"	"626"
"3"	"قيرا"	"قيرا"	"حَرب"	"قيرا/FOREIGN"	""	""	"na"	"na"	"war"	"guerre"	"23321"	"1075"
"3"	"يستر"	"يستر"	"سَتَرَ"	"ستر/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"cover"	"couvrir"	"29178"	"1289"
"3"	"كاتقوري"	"كاتقوري"	"مَجْمُوعة"	"كاتقوري/FOREIGN"	""	""	"na"	"na"	"category"	"categorie"	"6604"	"340"
"3"	"يسلك"	"يسلك"	"انْقَدَ"	"سلك/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"escape"	"échappement"	"4367"	"237"
"3"	"يوكلوا"	"يوكلوا"	"يُأكَل"	"وكل/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"feed"	"nourrir"	"8939"	"418"
"3"	"كامل"	"كامل"	"كامِل"	"كامل/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"completeted"	"complet"	"4960"	"261"
"3"	"كاميون"	"كاميون"	"شَاحِنَة"	"كاميون/FOREIGN"	""	""	"na"	"na"	"truck"	"camion"	"8415"	"401"
"3"	"يسموا"	"يسموا"	"سَمَّى"	"سم/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"name"	"nommer"	"26388"	"1190"
"3"	"عرة"	"عرة"	"العُرَّة"	"عر/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"shame"	"la_honte"	"15576"	"724"
"3"	"وحدك"	"وحدك"	"وَحْدك"	"وحد/NOUN_ABSTRACT"	""	"ك/POSS_PRON"	"s"	"m"	"alone"	"seul"	"10933"	"551"
"3"	"عربي"	"عربي"	"عَرَبِيّ"	"عرب/NOUN_RELATIVE"	""	"ي/RELATIVE_YA"	"s"	"m"	"arab"	"Arabe"	"9280"	"428"
"3"	"واجد"	"واجد"	"مُستَعِدّ"	"واجد/NOUN_ACTIVE_PART"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	""	"prêt,_être_préparé;_x;_ready,_being_prepared"	"2450"	"121"
"3"	"نتفاهم"	"نتفاهم"	"تَفاهُم"	"تفاهم/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"s"	"m"	"understand"	"comprendre"	"14672"	"688"
"3"	"طبق"	"طبق"	"طَبَق"	"طبق/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"dish"	"plat"	"7353"	"363"
"3"	"ضربة"	"ضربة"	"ضَرْبَة"	"ضرب/GERUND_INSTANT"	""	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"s"	"f"	"blow"	"coup"	"6333"	"329"
"3"	"كرعيك"	"كرعيك"	"رِجْل"	"كرعي/NOUN"	""	"ك/POSS_PRON_2MS"	"sp"	"m"	"feet"	"pieds"	"186"	"13"
"3"	"يقيس"	"يقيس"	"يَرْمِي"	"قيس/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"throw"	"jeter"	"1895"	"90"
"3"	"شوربة"	"شوربة"	"شُورَبَة(حَسَاء)"	"شورب/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"soup"	"soupe"	"11207"	"564"
"3"	"نريح"	"نريح"	"{ِرْتاح"	"ريح/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"relax"	"se_détendre"	"15129"	"705"
"3"	"نطيب"	"نطيب"	"يَطْبُخ"	"طيب/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"cook"	"cuisiner"	"11251"	"566"
"3"	"واش"	"واش"	"مَاذأ"	"واش/INTERROG_PART"	""	""	"na"	"na"	"what"	"quoi"	"9580"	"440"
"3"	"يلعبوا"	"يلعبوا"	"يَلْعَبُوا"	"لعب/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"play"	"jouer"	"28450"	"1258"
"3"	"شريت"	"شريت"	"اشْتَريت"	"شري/PV"	""	"ت/SUFF_FEM_TA"	"na"	"na"	"buy"	"acheter"	"1051"	"55"
"3"	"كيفك"	"كيفك"	"مِثْل"	"كيف/NOUN_ABSTRACT"	""	"ك/POSS_PRON"	"s"	"m"	"like,_such_as"	"comme"	"868"	"46"
"3"	"نستاهل"	"نستاهل"	"اِسْتَاهِل"	"ستاهل/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"deserve,_merit"	"mériter"	"4708"	"251"
"3"	"شركة"	"شركة"	"شَرِكِة"	"شرك/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_(ACC_GEN)"	"s"	"f"	"company"	"compagnie"	"1610"	"78"
"3"	"نسكن"	"نسكن"	"أَسْكُن"	"سكن/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"live_in,_reside"	"habite,_résider"	"161"	"11"
"3"	"شرع"	"شرع"	"شَرْع"	"شرع/NOUN_ABSTRACT"	""	""	"s"	"m"	""	"lois;x;_law"	"2771"	"150"
"3"	"شر"	"شر"	"شَرّ"	"شر/NOUN_ABSTRACT"	""	""	"s"	"m"	"evil,malice"	"mal,méchanceté"	"6312"	"329"
"3"	"نسيت"	"نسيت"	"نَسِيَ"	"نسي/PV"	""	"ت/PV SUFF_SUBJ :1S"	"na"	"na"	"forget"	"oublier"	"15214"	"709"
"3"	"شتي"	"شتي"	"شَافَ"	"ش/PV"	""	"تي/PVSUFF_SUBJ:2FS"	"na"	"na"	"look,see"	"voir"	"11424"	"574"
"3"	"نشبهولها"	"نشبهولها"	"شَبَّه"	"شبه/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ل/PREP+ها/POSS_PRON"	"na"	"na"	"resemble,_liken"	"ressembler"	"10872"	"549"
"3"	"شبيبة"	"شبيبة"	"شباب"	"شبيب/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"sp"	"m"	"youth"	"jeunesse"	"2512"	"125"
"3"	"واقيلا"	"وقيلا"	"رُبَّما"	"وقيلا/ADV"	""	""	"s"	"m"	"perhaps,_maybe"	"peut-être"	"17377"	"802"
"3"	"نشدلك"	"نشدلك"	"شَدَّ"	"شد/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ل/PREP+ك/POSS_PRON"	"na"	"na"	"hold"	"tenir"	"16024"	"747"
"3"	"نشف"	"نشف"	"جَافٌ"	"نشف/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"dry"	"séche"	"10229"	"520"
"3"	"يموت"	"يموت"	"يَخَاف"	"موت/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"s"	"m"	""	"be_scared;be_afraid;be_frightened"	"2101"	"97"
"3"	"ينشنا"	"ينشنا"	"نَشَّ"	"نش/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +نا/IVSUFF_DO:1P"	"na"	"na"	""	"renvoyer;x;_kick_out"	"2419"	"116"
"3"	"كولا"	"كولا"	"طابور"	"كولا/FOREIGN"	""	""	"na"	"na"	"queue"	"file_d'attente"	"3516"	"202"
